نام شرکت تولید کننده,نام شرکت تامین کننده,نام صاحب برند,توزیع کننده,کشور تولید  کننده,نام برند,نام لاتین برند,نام ژنریک,نام ماده موثره, تعداد فروش (بسته) , تعداد در بسته , فروش عددی , فروش ریالی مصرف کننده ,کد ژنریک,OTC,بیولوژیک,ATC Code,,
Merck Healthcare KGaA,اکتوورکو,Merck Serono,الیت دارو,آلمان,کنکور کور   قرص خوراکی 2.5 mg,CONCOR COR   TABLET ORAL 2.5 mg,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,BISOPROLOL FUMARATE," 101,709 ", 30 ," 3,051,270 "," 106,184,196,000 ",11472,0,0,C07AB07,,
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,ویزارسین   قرص خوراکی 50 mg,VIZARSIN   TABLET ORAL 50 mg,SILDENAFIL (AS CITRATE) TABLET ORAL 50 mg,SILDENAFIL (AS CITRATE)," 930,857 ", 4 ," 3,723,428 "," 104,255,984,000 ",1781,0,0,G04BE03,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,زنوور   کپسول خوراکی 120 mg,XENOVER   CAPSULE ORAL 120 mg,ORLISTAT CAPSULE ORAL 120 mg,ORLISTAT," 101,060 ", 30 ," 3,031,800 "," 103,612,536,000 ",2283,0,0,A08AB01,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوسرک   قرص خوراکی 8 mg,ACTOSERC   TABLET ORAL 8 mg,BETAHISTINE DIHYDROCHLORIDE  TABLET ORAL 8 mg,BETAHISTINE DIHYDROCHLORIDE," 1,332,561 ", 30 ," 39,976,830 "," 101,950,015,500 ",148,0,0,N07CA01,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,کوئنتیاکس   قرص خوراکی 25 mg,QUENTIAX   TABLET ORAL 25 mg,QUETIAPINE FUMARATE TABLET ORAL 25 mg,QUETIAPINE FUMARATE," 239,800 ", 30 ," 7,194,000 "," 100,716,000,000 ",6743,0,0,N05AH04,,
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,متازیرو   قرص پیوسته رهش خوراکی 95 mg,"METAZERO   TABLET, EXTENDED RELEASE ORAL 95 mg","METOPROLOL SUCCINATE TABLET, EXTENDED RELEASE ORAL 95 mg",METOPROLOL SUCCINATE," 121,193 ", 30 ," 3,635,790 "," 99,620,646,000 ",11872,0,0,C07AB02,,
Clausen,دارویی البرز زاگرس,Clausen,الیت دارو,اوروگوئه,سوپریمون   قرص خوراکی 500 mg,SUPRIMUN   TABLET ORAL 500 mg,MYCOPHENOLATE MOFETIL TABLET ORAL 500 mg,MYCOPHENOLATE MOFETIL," 66,171 ", 50 ," 3,308,550 "," 99,256,500,000 ",1753,0,0,L04AA06,,
Actoverco,اکتوورکو,Merck,الیت دارو,ایران,کنکور   قرص خوراکی 10 mg,CONCOR   TABLET ORAL 10 mg,BISOPROLOL FUMARATE TABLET ORAL 10 mg,BISOPROLOL FUMARATE," 75,425 ", 30 ," 2,262,750 "," 96,121,620,000 ",8904,0,0,C07AB07,,
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,وروژست   قرص خوراکی 2 mg,VEROGEST   TABLET ORAL 2 mg,DIENOGEST TABLET ORAL 2 mg,DIENOGEST," 129,152 ", 28 ," 3,616,256 "," 95,116,672,000 ",50401,1,0,G03DB08,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,کلاتوور   قرص خوراکی 2.5 mg,CLOTOVER   TABLET ORAL 2.5 mg,RIVAROXABAN TABLET ORAL 2.5 mg,RIVAROXABAN," 115,349 ", 30 ," 3,460,470 "," 93,432,690,000 ",52235,0,0,B01AF01,,
Actoverco,اکتوورکو,Merck,الیت دارو,ایران,گلوکوفاژ   قرص خوراکی 1000 mg,GLUCOPHAGE   TABLET ORAL 1000 mg,METFORMIN HYDROCHLORIDE TABLET ORAL 1000 mg,METFORMIN HYDROCHLORIDE," 133,353 ", 30 ," 4,000,590 "," 92,013,570,000 ",10915,0,0,A10BA02,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,زیگات   قرص خوراکی 550 mg,XIGUT   TABLET ORAL 550 mg,RIFAXIMIN TABLET ORAL 550 mg,RIFAXIMIN," 157,545 ", 14 ," 2,205,630 "," 90,210,267,000 ",22141,0,0,A07AA11,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,تیکورا   قرص خوراکی 90 mg,TICORA   TABLET ORAL 90 mg,TICAGRELOR TABLET ORAL 90 mg,TICAGRELOR," 52,728 ", 30 ," 1,581,840 "," 89,314,566,000 ",18002,0,0,B01AC24,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,کوئنتیاکس   قرص خوراکی 200 mg,QUENTIAX   TABLET ORAL 200 mg,QUETIAPINE FUMARATE TABLET ORAL 200 mg,QUETIAPINE FUMARATE," 28,418 ", 30 ," 852,540 "," 85,254,000,000 ",5928,0,0,N05AH04,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,امپاور   قرص خوراکی 10 mg,EMPAVER   TABLET ORAL 10 mg,EMPAGLIFLOZIN TABLET ORAL 10 mg,EMPAGLIFLOZIN," 92,515 ", 30 ," 2,775,450 "," 83,263,500,000 ",52138,0,0,A10BX12,,
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,تَنسی   قرص خوراکی 750 ug,TANSY   TABLET ORAL 750 ug,LEVONORGESTREL TABLET ORAL 750 ug,LEVONORGESTREL," 874,334 ", 2 ," 1,748,668 "," 83,061,730,000 ",2441,1,0,G03AC03,,
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,دروسبلین   قرص خوراکی 3 mg/0.03 mg,DROSBELIN   TABLET ORAL 3 mg/0.03 mg,DROSPIRENONE / ETHINYL ESTRADIOL TABLET ORAL 3 mg/0.03 mg,DROSPIRENONE / ETHINYL ESTRADIOL," 246,958 ", 28 ," 6,914,824 "," 82,977,888,000 ",9090,0,0,G03FA13,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,کلاتوور   قرص خوراکی 15 mg,CLOTOVER   TABLET ORAL 15 mg,RIVAROXABAN TABLET ORAL 15 mg,RIVAROXABAN," 69,357 ", 30 ," 2,080,710 "," 81,771,903,000 ",50005,0,0,B01AF01,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوپنتین   کپسول خوراکی 100 mg,ACTOPENTIN   CAPSULE ORAL 100 mg,GABAPENTIN CAPSULE ORAL 100 mg,GABAPENTIN," 334,890 ", 50 ," 16,744,500 "," 80,227,800,000 ",572,0,0,N03AX12,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,لایریور   کپسول خوراکی 75 mg,LYRIVER   CAPSULE ORAL 75 mg,PREGABALIN CAPSULE ORAL 75 mg,PREGABALIN," 347,751 ", 30 ," 10,432,530 "," 75,114,216,000 ",7239,0,0,N03AX16,,
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,سیبل   قرص خوراکی 2 mg/0.035 mg,CYBELLE   TABLET ORAL 2 mg/0.035 mg,CYPROTERONE COMPOUND TABLET ORAL 2 mg/0.035 mg,CYPROTERONE COMPOUND," 568,892 ", 28 ," 15,928,976 "," 74,866,187,200 ",374,0,0,G03HB01,,
Actero middleeast,دارویی البرز زاگرس,Iclos Uruguay S.A. (Ex Laboratorios Clausen),الیت دارو,ایران,سوپریمون   قرص خوراکی 500 mg,SUPRIMUN   TABLET ORAL 500 mg,MYCOPHENOLATE MOFETIL TABLET ORAL 500 mg,MYCOPHENOLATE MOFETIL," 48,939 ", 50 ," 2,446,950 "," 73,408,500,000 ",1753,0,0,L04AA06,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,موتیلوور   قرص خوراکی 10 mg,MOTILOVER   TABLET ORAL 10 mg,DOMPERIDONE TABLET ORAL 10 mg,DOMPERIDONE," 1,276,836 ", 30 ," 38,305,080 "," 73,129,071,000 ",6754,0,0,A03FA03,,
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,کربوکسا   محلول غلیظ تزریقی داخل وریدی 10 mg/1mL 15 mL,"CARBOXA   INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 10 mg/1mL 15 mL","CARBOPLATIN INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 10 mg/1mL 15 mL",CARBOPLATIN," 80,763 ", 1 ," 80,763 "," 72,605,937,000 ",214,0,0,L01XA02,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,لنزاکتو   کپسول انتریک کوتد خوراکی 30 mg,"LANSACTO   CAPSULE, DELAYED RELEASE ORAL 30 mg","LANSOPRAZOLE CAPSULE, DELAYED RELEASE ORAL 30 mg",LANSOPRAZOLE," 267,257 ", 28 ," 7,483,196 "," 71,454,361,608 ",6222,0,0,A02BC03,,
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,آسنترا   قرص خوراکی 100 mg,ASENTRA   TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE) TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE)," 61,410 ", 28 ," 1,719,480 "," 68,779,200,000 ",1897,0,0,N06AB06,,
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,والساکور   قرص خوراکی 160 mg,VALSACOR   TABLET ORAL 160 mg,VALSARTAN TABLET ORAL 160 mg,VALSARTAN," 163,203 ", 28 ," 4,569,684 "," 68,545,260,000 ",5766,0,0,C09CA03,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوپنتین   کپسول خوراکی 300 mg,ACTOPENTIN   CAPSULE ORAL 300 mg,GABAPENTIN CAPSULE ORAL 300 mg,GABAPENTIN," 174,684 ", 50 ," 8,734,200 "," 67,722,598,500 ",573,0,0,N03AX12,,
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,انکوزار   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1 g  g,"ONCOZAR   INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g  g","GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g",GEMCITABINE (AS HYDROCHLORIDE)," 33,837 ", 1 ," 33,837 "," 67,674,000,000 ",2135,0,0,L01BC05,,
Merck Sante,اکتوورکو,Merck Kgaa,الیت دارو,فرانسه,آدانکور   قرص خوراکی 20 mg,ADANCOR   TABLET ORAL 20 mg,NICORANDIL TABLET ORAL 20 mg,NICORANDIL," 68,824 ", 30 ," 2,064,720 "," 67,378,715,400 ",6461,0,0,C01DX16,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوفرون   پودر برای تهیه محلول تزریقی پرنترال 9600000 [iU]  ug,"ACTOFERON   INJECTION, POWDER, FOR SOLUTION PARENTERAL 9600000 [iU]  ug","INTERFERON BETA-1B INJECTION, POWDER, FOR SOLUTION PARENTERAL 9600000 [iU]",INTERFERON BETA-1B," 4,745 ", 15 ," 71,175 "," 66,940,087,500 ",12560,0,1,L03AB08,,
Merck Sante,اکتوورکو,Merck Kgaa,الیت دارو,فرانسه,آدانکور   قرص خوراکی 10 mg,ADANCOR   TABLET ORAL 10 mg,NICORANDIL TABLET ORAL 10 mg,NICORANDIL," 139,661 ", 30 ," 4,189,830 "," 66,888,390,300 ",6459,0,0,C01DX16,,
Baxter Oncology,اکتوورکو,Merck Sharp & Dohme,الیت دارو,آلمان,ستروتاید   پودر برای تهیه محلول تزریقی پرنترال 250 ug  ug,"CETROTIDE   INJECTION, POWDER, FOR SOLUTION PARENTERAL 250 ug  ug","CETRORELIX INJECTION, POWDER, FOR SOLUTION PARENTERAL 250 ug",CETRORELIX," 9,648 ", 7 ," 67,536 "," 66,185,280,000 ",5291,0,0,H01CC02,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتولوکاست   قرص جویدنی خوراکی 5 mg,"ACTOLUKAST   TABLET, CHEWABLE ORAL 5 mg","MONTELUKAST TABLET, CHEWABLE ORAL 5 mg",MONTELUKAST," 344,435 ", 30 ," 10,333,050 "," 60,967,767,000 ",1895,0,0,R03DC03,,
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,دروسبلا   قرص خوراکی 3 mg/0.02 mg,DROSBELA   TABLET ORAL 3 mg/0.02 mg,DROSPIRENONE / ETHINYL ESTRADIOL TABLET ORAL 3 mg/0.02 mg,DROSPIRENONE / ETHINYL ESTRADIOL," 153,849 ", 28 ," 4,307,772 "," 60,308,808,000 ",14870,0,0,G03FA17,,
Merck Serono S.p.a.,اکتوورکو,Merck Serono S.p.a.,الیت دارو,ایتالیا,گونال-اف   تزریقی پرنترال 600 [iU]/1mL 0.75 [iU],GONAL-F   INJECTION PARENTERAL 600 [iU]/1mL 0.75 [iU],FOLLITROPIN ALFA INJECTION PARENTERAL 600 [iU]/1mL 0.75 mL,FOLLITROPIN ALFA," 2,450 ", 1 ," 2,450 "," 59,761,870,000 ",16180,0,1,G03GA05,,
Alhavi,الحاوی,الحاوی,الیت دارو,ایران,"پاراکید   سوسپانسیون، قطره خوراکی 100 mg/1mL 15 mL","PARAKID   SUSPENSION, DROPS ORAL 100 mg/1mL 15 mL","ACETAMINOPHEN SUSPENSION, DROPS ORAL 100 mg/1mL 15 mL",ACETAMINOPHEN," 623,532 ", 1 ," 623,532 "," 59,699,176,000 ",21986,1,0,N02BE01,,
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,لویتود   قرص خوراکی 30 ug/0.15 mg,LEVITUDE   TABLET ORAL 30 ug/0.15 mg,CONTRACEPTIVE LD TABLET ORAL 30 ug/0.15 mg,CONTRACEPTIVE LD," 567,375 ", 28 ," 15,886,500 "," 59,574,375,000 ",357,0,0,G03FA04,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوور والوسپ   قرص خوراکی 5 mg/160 mg,ACTOVER VALOSAP   TABLET ORAL 5 mg/160 mg,AMLODIPINE (AS BESILATE) / VALSARTAN TABLET ORAL 5 mg/160 mg,AMLODIPINE (AS BESILATE) / VALSARTAN," 133,687 ", 30 ," 4,010,610 "," 59,357,028,000 ",14860,0,0,C09DB01,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,زولیور   قرص خوراکی 5 mg,ZOLIVER   TABLET ORAL 5 mg,ZOLPIDEM TABLET ORAL 5 mg,ZOLPIDEM," 416,114 ", 30 ," 12,483,420 "," 58,353,834,000 ",7253,0,0,N05CF02,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,زوویکس   قرص خوراکی 600 mg,XOVYX   TABLET ORAL 600 mg,LINEZOLID TABLET ORAL 600 mg,LINEZOLID," 6,375 ", 28 ," 178,500 "," 57,120,000,000 ",8300,0,0,J01XX08,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,نوپایرو   محلول غلیظ تزریقی داخل وریدی 150 mg/1mL 6.7 mg,"NOPYRO   INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 150 mg/1mL 6.7 mg","ACETAMINOPHEN INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 150 mg/1mL 6.7 mL",ACETAMINOPHEN," 252,235 ", 3 ," 756,705 "," 54,448,931,700 ",18420,0,0,N02BE01,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,امیت   کپسول خوراکی 125 mg,EMIT   CAPSULE ORAL 125 mg,APREPITANT CAPSULE ORAL 125 mg,APREPITANT," 77,466 ", 3 ," 232,398 "," 54,226,122,534 ",13434,0,0,A04AD12,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,لایریور   کپسول خوراکی 50 mg,LYRIVER   CAPSULE ORAL 50 mg,PREGABALIN CAPSULE ORAL 50 mg,PREGABALIN," 350,083 ", 30 ," 10,502,490 "," 52,823,418,000 ",8526,0,0,N03AX16,,
Merck Serono S.p.a.,اکتوورکو,Merck Europe BV,الیت دارو,ایتالیا,اوویترل   تزریقی پرنترال 500 ug/1mL 0.5 ug,OVITRELLE   INJECTION PARENTERAL 500 ug/1mL 0.5 ug,CHORIOGONADOTROPIN ALFA INJECTION PARENTERAL 500 ug/1mL 0.5 mL,CHORIOGONADOTROPIN ALFA," 63,725 ", 1 ," 63,725 "," 52,509,400,000 ",11405,0,1,,,
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,رینتکا   تزریقی پرنترال 20 mg/1mL 5 mL,RINTECA   INJECTION PARENTERAL 20 mg/1mL 5 mL,IRINOTECAN HYDROCHLORIDE INJECTION PARENTERAL 20 mg/1mL 5 mL,IRINOTECAN HYDROCHLORIDE," 28,558 ", 1 ," 28,558 "," 52,318,256,000 ",2090,0,0,L01XX19,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اپرینسا   قرص خوراکی 25 mg,EPRINSA   TABLET ORAL 25 mg,EPLERENONE TABLET ORAL 25 mg,EPLERENONE," 105,340 ", 30 ," 3,160,200 "," 51,827,280,000 ",9626,0,0,C03DA04,,
Alhavi,الحاوی,الحاوی,الیت دارو,ایران,دیفن هیدرامین-الحاوی   محلول خوراکی 12.5 mg/5mL 60 mL,DIPHENHYDRAMINE-ALHAVI   SOLUTION ORAL 12.5 mg/5mL 60 mL,DIPHENHYDRAMINE HYDROCHLORIDE SOLUTION ORAL 12.5 mg/5mL 60 mL,DIPHENHYDRAMINE HYDROCHLORIDE," 602,965 ", 1 ," 602,965 "," 51,644,250,000 ",454,1,0,R06AA02,,
Pursina Pharmaceutical Co.,پور سینا,پور سینا,الیت دارو,ایران,ویتامین ب1   قرص خوراکی 300 mg,VITAMIN B1   TABLET ORAL 300 mg,VITAMIN B1 (THIAMINE) TABLET ORAL 300 mg,VITAMIN B1 (THIAMINE)," 51,599 ", 100 ," 5,159,900 "," 50,019,400,000 ",1293,1,0,A11DA01,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,امپاور پلاس   قرص خوراکی 12.5 mg/1000 mg,EMPAVER PLUS   TABLET ORAL 12.5 mg/1000 mg,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET ORAL 12.5 mg/1000 mg,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE," 51,301 ", 30 ," 1,539,030 "," 49,248,960,000 ",52176,0,0,A10BD,,
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,فماتی   قرص خوراکی 2.5 mg,FEMATI   TABLET ORAL 2.5 mg,LETROZOLE TABLET ORAL 2.5 mg,LETROZOLE," 108,255 ", 30 ," 3,247,650 "," 48,714,750,000 ",1922,0,0,L02BG04,,
Merck Kgaa,اکتوورکو,Merck Kgaa,الیت دارو,آلمان,یوتیروکس   قرص خوراکی 50 ug,EUTHYROX   TABLET ORAL 50 ug,LEVOTHYROXINE SODIUM TABLET ORAL 50 ug,LEVOTHYROXINE SODIUM," 34,258 ", 100 ," 3,425,800 "," 48,303,780,000 ",2067,0,0,H03AA01,,
Alhavi,الحاوی,الحاوی,الیت دارو,ایران,دیفن هیدرامین کامپاند-الحاوی   شربت خوراکی 12.5 mg/125 mg/5mL 60 mL,DIPHENHYDRAMINE COMPOUND-ALHAVI   SYRUP ORAL 12.5 mg/125 mg/5mL 60 mL,DIPHENHYDRAMINE / AMMONIUM CHLORIDE SYRUP ORAL 12.5 mg/125 mg/5mL 60 mL,DIPHENHYDRAMINE / AMMONIUM CHLORIDE," 519,451 ", 1 ," 519,451 "," 47,394,300,000 ",456,0,0,R06AA52,,
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,فینوسکار   قرص خوراکی 1 mg,FINOSCAR   TABLET ORAL 1 mg,FINASTERIDE TABLET ORAL 1 mg,FINASTERIDE," 452,637 ", 30 ," 13,579,110 "," 46,849,414,500 ",1872,0,0,G04CB01,,
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,آملوبر   قرص خوراکی 5 mg,AMLOBER   TABLET ORAL 5 mg,AMLODIPINE (AS BESILATE) TABLET ORAL 5 mg,AMLODIPINE (AS BESILATE)," 519,233 ", 30 ," 15,576,990 "," 46,185,794,400 ",70,0,0,C08CA01,,
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,کوریول   قرص خوراکی 6.25 mg,CORYOL   TABLET ORAL 6.25 mg,CARVEDILOL TABLET ORAL 6.25 mg,CARVEDILOL," 134,518 ", 28 ," 3,766,504 "," 45,968,748,000 ",2475,0,0,C07AG02,,
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,لیپکسول   تزریقی پرنترال 6 mg/1mL 25 mg,LIPAXOL   INJECTION PARENTERAL 6 mg/1mL 25 mg,PACLITAXEL INJECTION PARENTERAL 6 mg/1mL 25 mL,PACLITAXEL," 11,694 ", 1 ," 11,694 "," 45,021,900,000 ",2395,0,0,L01CD01,,
Actoverco,اکتوورکو,"Krka, D. D., Novo Mesto",الیت دارو,ایران,اموزل   کپسول انتریک کوتد خوراکی 20 mg,"EMOZUL   CAPSULE, DELAYED RELEASE ORAL 20 mg","ESOMEPRAZOLE CAPSULE, DELAYED RELEASE ORAL 20 mg",ESOMEPRAZOLE," 186,300 ", 28 ," 5,216,400 "," 44,339,400,000 ",13973,1,0,A02BC05,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,لایریور   کپسول خوراکی 100 mg,LYRIVER   CAPSULE ORAL 100 mg,PREGABALIN CAPSULE ORAL 100 mg,PREGABALIN," 154,566 ", 30 ," 4,636,980 "," 44,051,310,000 ",9417,0,0,N03AX16,,
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,ابیراترون اکتِ   قرص خوراکی 500 mg,ABIRATERONE ACTE   TABLET ORAL 500 mg,ABIRATERONE ACETATE TABLET ORAL 500 mg,ABIRATERONE ACETATE," 1,283 ", 60 ," 76,980 "," 43,647,660,000 ",52063,0,0,L02BX03,,
Fareva (ex Pierre Fabre Medicament),اکتوورکو,Merck Sharp & Dohme,الیت دارو,فرانسه,ستروتاید   پودر برای تهیه محلول تزریقی پرنترال 250 ug  ug,"CETROTIDE   INJECTION, POWDER, FOR SOLUTION PARENTERAL 250 ug  ug","CETRORELIX INJECTION, POWDER, FOR SOLUTION PARENTERAL 250 ug",CETRORELIX," 6,305 ", 7 ," 44,135 "," 43,252,300,000 ",5291,0,0,H01CC02,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,امپاور   قرص خوراکی 25 mg,EMPAVER   TABLET ORAL 25 mg,EMPAGLIFLOZIN TABLET ORAL 25 mg,EMPAGLIFLOZIN," 34,641 ", 30 ," 1,039,230 "," 42,192,738,000 ",52137,0,0,A10BX12,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,الپرا   قرص خوراکی 500 mg,ELEPPRA   TABLET ORAL 500 mg,LEVETIRACETAM TABLET ORAL 500 mg,LEVETIRACETAM," 82,572 ", 30 ," 2,477,160 "," 40,625,424,000 ",5977,0,0,N03AX14,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,زیگات   قرص خوراکی 200 mg,XIGUT   TABLET ORAL 200 mg,RIFAXIMIN TABLET ORAL 200 mg,RIFAXIMIN," 121,604 ", 12 ," 1,459,248 "," 39,837,470,400 ",13992,0,0,A07AA11,,
Ati Pharmed Pharmaceutical Company,دارو سازی آتی فارمد,دارو سازی آتی فارمد,الیت دارو,ایران,دزولست   قرص خوراکی 0.15 mg/30 ug,DESOLESTE   TABLET ORAL 0.15 mg/30 ug,CONTRACEPTIVE DE TABLET ORAL 0.15 mg/30 ug,CONTRACEPTIVE DE," 141,002 ", 28 ," 3,948,056 "," 38,690,948,800 ",21746,0,0,G03AA09,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,تیزانوور   قرص خوراکی 4 mg,TIZANOVER   TABLET ORAL 4 mg,TIZANIDINE TABLET ORAL 4 mg,TIZANIDINE," 378,825 ", 30 ," 11,364,750 "," 37,503,675,000 ",5635,0,0,M03BX02,,
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,لیپکسول   تزریقی پرنترال 6 mg/1mL 50 mg,LIPAXOL   INJECTION PARENTERAL 6 mg/1mL 50 mg,PACLITAXEL INJECTION PARENTERAL 6 mg/1mL 50 mL,PACLITAXEL," 5,401 ", 1 ," 5,401 "," 36,996,850,000 ",50293,0,0,L01CD01,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,امپاورپلاس   قرص خوراکی 5 mg/1000 mg,EMPAVER PLUS   TABLET ORAL 5 mg/1000 mg,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE TABLET ORAL 5 mg/1000 mg,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE," 46,343 ", 30 ," 1,390,290 "," 36,147,540,000 ",52174,0,0,A10BD,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,آتورکسین   قرص خوراکی 20 mg,ATOREXIN   TABLET ORAL 20 mg,ATORVASTATIN (AS CALCIUM) TABLET ORAL 20 mg,ATORVASTATIN (AS CALCIUM)," 342,384 ", 30 ," 10,271,520 "," 35,950,320,000 ",1911,0,0,C10AA05,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,رزورکسین   قرص خوراکی 5 mg,ROSUREXIN   TABLET ORAL 5 mg,ROSUVASTATIN (AS CALCIUM) TABLET ORAL 5 mg,ROSUVASTATIN (AS CALCIUM)," 369,936 ", 30 ," 11,098,080 "," 35,181,699,000 ",7315,0,0,C10AA07,,
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,تموزولومید اکتِ   کپسول خوراکی 100 mg,TEMOZOLOMIDE ACTE   CAPSULE ORAL 100 mg,TEMOZOLOMIDE CAPSULE ORAL 100 mg,TEMOZOLOMIDE," 14,333 ", 5 ," 71,665 "," 35,115,850,000 ",5949,0,0,L01AX03,,
Actero middleeast,اکترو خاورمیانه,اکترو خاورمیانه,الیت دارو,ایران,پماکسا   پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 mg  mg,"PEMAXA   INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 mg  mg","PEMETREXED INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 mg",PEMETREXED," 2,355 ", 1 ," 2,355 "," 34,836,624,000 ",6119,0,0,L01BA04,,
Actoverco,اکتوورکو,اکتوورکو,الیت دارو,ایران,اکتوور لاکسا   قرص خوراکی 100 mg,ACTOVER LACSA   TABLET ORAL 100 mg,LACOSAMIDE TABLET ORAL 100 mg,LACOSAMIDE," 39,095 ", 60 ," 2,345,700 "," 33,798,684,000 ",52177,0,0,N03AX18,,
