نام شرکت تولید کننده,نام شرکت تامین کننده,نام صاحب برند,توزیع کننده,کشور تولید  کننده,نام برند,نام لاتین برند,نام ژنریک,نام ماده موثره, تعداد فروش (بسته) , تعداد در بسته , فروش عددی , فروش ریالی مصرف کننده ,کد ژنریک,OTC,بیولوژیک,ATC Code,,
Zahravi Pharmaceutical,داروسازی زهراوی,داروسازی زهراوی,سینا پخش صبا,ایران,زولپیدم   قرص خوراکی 5 mg,ZOLPIDEM   TABLET ORAL 5 mg,ZOLPIDEM TABLET ORAL 5 mg,ZOLPIDEM," 1,047 ", 30 ," 31,410 "," 150,139,800 ",7253,0,0,N05CF02,,
Iran Avandfar,ایران آوند فر,ایران آوند فر,سینا پخش صبا,ایران,آفی تریمازول   محلول موضعی 1 % 20 mL,AFITRIMAZOLE   SOLUTION TOPICAL 1 % 20 mL,CLOTRIMAZOLE SOLUTION TOPICAL 1 % 20 mL,CLOTRIMAZOLE," 2,534 ", 1 ," 2,534 "," 145,958,400 ",327,0,0,D01AC01,,
Deltadarou,پارس بهروزان جم,پارس بهروزان جم,سینا پخش صبا,ایران,داپسوژل   ژل موضعی 5 % 30 g,DAPSOGEL   GEL TOPICAL 5 % 30 g,DAPSONE GEL TOPICAL 5 % 30 g,DAPSONE, 278 , 1 , 278 ," 145,672,000 ",51371,0,0,D10AX05,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,تیزانیدین   قرص خوراکی 4 mg,TIZANIDINE   TABLET ORAL 4 mg,TIZANIDINE TABLET ORAL 4 mg,TIZANIDINE," 1,007 ", 100 ," 100,700 "," 145,008,000 ",5635,0,0,M03BX02,,
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,ایبوپروفن-عماد   سوسپانسیون خوراکی 100 mg/5mL 120 mL,IBUPROFEN-EMAD   SUSPENSION ORAL 100 mg/5mL 120 mL,IBUPROFEN SUSPENSION ORAL 100 mg/5mL 120 mL,IBUPROFEN, 960 , 1 , 960 ," 144,000,000 ",657,1,0,M01AE01,,
Deltadarou,پارس بهروزان جم,پارس بهروزان جم,سینا پخش صبا,ایران,لووکارنیت   محلول خوراکی 100 mg/1mL 10 mL,LEVOCARNIT   SOLUTION ORAL 100 mg/1mL 10 mL,L-CARNITINE SOLUTION ORAL 100 mg/1mL 10 mL,L-CARNITINE, 313 , 10 ," 3,130 "," 142,415,000 ",51895,0,0,A16AA01,,
,شیراز سرم,,سینا پخش صبا,ایران,دکستروز 3.33 درصد و سدیم کلراید 0.3 درصد   محلول تزریقی داخل وریدی 3.33 %/0.3 % 1000,"DEXTROSE NACL 3.33% 0.3% (SHIRAZ SERUM) 1L INF P-BOTTLE   INJECTION, SOLUTION INTRAVENOUS 3.33 %/0.3 % 1000","DEXTROSE / SODIUM CHLORIDE INJECTION, SOLUTION INTRAVENOUS 3.33 %/0.3 % 1000 mL",DEXTROSE / SODIUM CHLORIDE, 692 , 1 , 692 ," 139,230,400 ",395,0,0,B05BB02,,
Avicenna Laboratories Inc.,داروسازی اوه سینا,داروسازی اوه سینا,سینا پخش صبا,ایران,فنولیپین   کپسول خوراکی 200 mg,FENOLIPIN   CAPSULE ORAL 200 mg,FENOFIBRATE CAPSULE ORAL 200 mg,FENOFIBRATE," 1,731 ", 20 ," 34,620 "," 138,480,000 ",5992,0,0,C10AB05,,
Avicenna Laboratories Inc.,داروسازی اوه سینا,داروسازی اوه سینا,سینا پخش صبا,ایران,بیزوپرولول   قرص خوراکی 5 mg,BISOPROLOL   TABLET ORAL 5 mg,BISOPROLOL FUMARATE TABLET ORAL 5 mg,BISOPROLOL FUMARATE," 1,357 ", 30 ," 40,710 "," 137,436,960 ",7125,0,0,C07AB07,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,"تیمولین   محلول، قطره چشمی 0.5 % 5 mL","TIMOLIN   SOLUTION, DROPS OPHTHALMIC 0.5 % 5 mL","TIMOLOL (AS MALEATE) SOLUTION, DROPS OPHTHALMIC 0.5 % 5 mL",TIMOLOL (AS MALEATE)," 2,030 ", 1 ," 2,030 "," 135,401,000 ",1226,0,0,S01ED01,,
Minoo Pharmaceutical Cosmetic & Hygienic Co.,داروئی ارایشی وبهداشتی مینو,داروئی ارایشی وبهداشتی مینو,سینا پخش صبا,ایران,سرترالین-مینو   قرص خوراکی 100 mg,SERTRALINE-MINOO   TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE) TABLET ORAL 100 mg,SERTRALINE (AS HYDROCHLORIDE), 820 , 30 ," 24,600 "," 135,300,000 ",1897,0,0,N06AB06,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,مفنامیک اسید   کپسول خوراکی 250 mg,MEFENAMIC ACID   CAPSULE ORAL 250 mg,MEFENAMIC ACID CAPSULE ORAL 250 mg,MEFENAMIC ACID, 208 , 100 ," 20,800 "," 135,200,000 ",794,0,0,M01AG01,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,ویتامین آ+د   پماد موضعی 850 [iU]/85 [iU]/1g 30 g,VITAMIN A+D   OINTMENT TOPICAL 850 [iU]/85 [iU]/1g 30 g,VITAMIN A / VITAMIN D OINTMENT TOPICAL 850 [iU]/85 [iU]/1g 30 g,VITAMIN A / VITAMIN D," 1,496 ", 1 ," 1,496 "," 134,640,000 ",1291,1,0,A11CB,,
Samen Pharmaceutical Co,داروسازی ثامن,داروسازی ثامن,سینا پخش صبا,ایران,دکستروز/سدیم کلراید   محلول تزریقی داخل وریدی 5 %/0.9 % 500 mL,"DEXTROSE/SODIUM CHLORIDE   INJECTION, SOLUTION INTRAVENOUS 5 %/0.9 % 500 mL","DEXTROSE / SODIUM CHLORIDE INJECTION, SOLUTION INTRAVENOUS 5 %/0.9 % 500 mL",DEXTROSE / SODIUM CHLORIDE," 1,000 ", 1 ," 1,000 "," 134,000,000 ",393,0,0,B05BB02,,
Osvah Pharmaceutical Co.,دارو سازی اسوه,دارو سازی اسوه,سینا پخش صبا,ایران,اسوه-ویتامین کا1   تزریقی پرنترال 2 mg/1mL 0.5 mL,OSVE-VITAMIN K1   INJECTION PARENTERAL 2 mg/1mL 0.5 mL,VITAMIN K1 (PHYTOMENADIONE) INJECTION PARENTERAL 2 mg/1mL 0.5 mL,VITAMIN K1 (PHYTOMENADIONE), 700 , 10 ," 7,000 "," 133,000,000 ",1004,0,0,B02BA01,,
Pharmachemie,فارماشیمی,فارماشیمی,سینا پخش صبا,ایران,سیتاگلیپتین   قرص خوراکی 50 mg,SITAGLIPTIN   TABLET ORAL 50 mg,SITAGLIPTIN (AS PHOSPHATE) TABLET ORAL 50 mg,SITAGLIPTIN (AS PHOSPHATE), 276 , 30 ," 8,280 "," 132,480,000 ",22428,0,0,A10BH01,,
,داروسازی زهراوی,,سینا پخش صبا,ایران,فلوکونازول 100   کپسول خوراکی 100 mg,FLUCONAZOLE (ZAHRAVI) 100MG CAP   CAPSULE ORAL 100 mg,FLUCONAZOLE CAPSULE ORAL 100 mg,FLUCONAZOLE," 2,195 ", 10 ," 21,950 "," 131,700,000 ",537,0,0,J02AC01,,
Osvah Pharmaceutical Co.,دارو سازی اسوه,دارو سازی اسوه,سینا پخش صبا,ایران,میگرستاپ   قرص خوراکی 50 mg,MIGRSTOP   TABLET ORAL 50 mg,SUMATRIPTAN (AS SUCCINATE) TABLET ORAL 50 mg,SUMATRIPTAN (AS SUCCINATE)," 1,250 ", 10 ," 12,500 "," 131,250,000 ",2004,0,0,N02CC01,,
Daana Pharma,داروسازی دانا,داروسازی دانا,سینا پخش صبا,ایران,آمپی ویل   پودر برای تهیه محلول تزریقی پرنترال 250 mg  mg,"AMPIVIL   INJECTION, POWDER, FOR SOLUTION PARENTERAL 250 mg  mg","AMPICILLIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 250 mg",AMPICILLIN, 149 , 20 ," 2,980 "," 131,120,000 ",81,0,0,J01CA01,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,کلوتریمازول   کرم موضعی 1 % 15 g,CLOTRIMAZOLE   CREAM TOPICAL 1 % 15 g,CLOTRIMAZOLE CREAM TOPICAL 1 % 15 g,CLOTRIMAZOLE," 2,693 ", 1 ," 2,693 "," 129,264,000 ",326,0,0,D01AC01,,
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,سینا پخش صبا,ایران,سلکسوسد   کپسول خوراکی 200 mg,CELEXOSAD   CAPSULE ORAL 200 mg,CELECOXIB CAPSULE ORAL 200 mg,CELECOXIB, 478 , 60 ," 28,680 "," 129,060,000 ",1932,0,0,M01AH01,,
Samen Pharmaceutical Co,داروسازی ثامن,داروسازی ثامن,سینا پخش صبا,ایران,پتاسیم کلراید   محلول غلیظ تزریقی داخل وریدی 2 meq/1mL 10 mL,"POTASSIUM CHLORIDE   INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 2 meq/1mL 10 mL","POTASSIUM CHLORIDE CONCENTRATED INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 2 meq/1mL 10 mL",POTASSIUM CHLORIDE CONCENTRATED, 603 , 5 ," 3,015 "," 128,891,250 ",52379,0,0,B05XA01,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,متیل سالیسیلات   پماد موضعی 30 % 30 g,METHYL SALICYLATE   OINTMENT TOPICAL 30 % 30 g,METHYL SALICYLATE OINTMENT TOPICAL 30 % 30 g,METHYL SALICYLATE, 991 , 1 , 991 ," 128,830,000 ",831,1,0,M02AC,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,آ اس آ   قرص جویدنی خوراکی 100 mg,"ASA   TABLET, CHEWABLE ORAL 100 mg","ASA (ACETYLSALICYLIC ACID) TABLET, CHEWABLE ORAL 100 mg",ASA (ACETYLSALICYLIC ACID)," 1,424 ", 30 ," 42,720 "," 128,160,000 ",106,1,0,B01AC06,,
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,سینا پخش صبا,ایران,فولیک اسید   قرص خوراکی 5 mg,FOLIC ACID   TABLET ORAL 5 mg,FOLIC ACID TABLET ORAL 5 mg,FOLIC ACID, 589 , 100 ," 58,900 "," 127,224,000 ",1948,0,0,B03BB01,,
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,سینا پخش صبا,ایران,لنسوسد   کپسول انتریک کوتد خوراکی 30 mg,"LANSOSAD   CAPSULE, DELAYED RELEASE ORAL 30 mg","LANSOPRAZOLE CAPSULE, DELAYED RELEASE ORAL 30 mg",LANSOPRAZOLE, 612 , 20 ," 12,240 "," 124,150,320 ",6222,0,0,A02BC03,,
Pharmachemie,فارماشیمی,فارماشیمی,سینا پخش صبا,ایران,آتنولول   قرص خوراکی 100 mg,ATENOLOL   TABLET ORAL 100 mg,ATENOLOL TABLET ORAL 100 mg,ATENOLOL, 575 , 100 ," 57,500 "," 123,625,000 ",114,0,0,C07AB03,,
Reliance Life Sciences,دارو سازی اسوه,دارو سازی اسوه,سینا پخش صبا,هند,تموزاید   کپسول خوراکی 100 mg,TEMOZIDE   CAPSULE ORAL 100 mg,TEMOZOLOMIDE CAPSULE ORAL 100 mg,TEMOZOLOMIDE, 50 , 5 , 250 ," 122,500,000 ",5949,0,0,L01AX03,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,سووالتان   قرص خوراکی 80 mg,SOVALTAN   TABLET ORAL 80 mg,VALSARTAN TABLET ORAL 80 mg,VALSARTAN, 185 , 100 ," 18,500 "," 116,550,000 ",5423,0,0,C09CA03,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,رهافن   کپسول خوراکی 325 mg/40 mg/200 mg,RAHAFEN   CAPSULE ORAL 325 mg/40 mg/200 mg,ACETAMINOPHEN / CAFFEINE / IBUPROFEN CAPSULE ORAL 325 mg/40 mg/200 mg,ACETAMINOPHEN / CAFFEINE / IBUPROFEN, 192 , 50 ," 9,600 "," 115,200,000 ",8979,1,0,N02BE71,,
Osvah Pharmaceutical Co.,دارو سازی اسوه,دارو سازی اسوه,سینا پخش صبا,ایران,گلوتازون   قرص خوراکی 30 mg,GLUTAZONE   TABLET ORAL 30 mg,PIOGLITAZONE TABLET ORAL 30 mg,PIOGLITAZONE, 273 , 100 ," 27,300 "," 114,660,000 ",5217,0,0,A10BG03,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,کولومب   قرص خوراکی 135 mg,COLOMEB   TABLET ORAL 135 mg,MEBEVERINE HYDROCHLORIDE TABLET ORAL 135 mg,MEBEVERINE HYDROCHLORIDE, 796 , 30 ," 23,880 "," 112,236,000 ",787,0,0,A03AA04,,
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,سینا پخش صبا,ایران,والپروسد   قرص انتریک کوتد خوراکی 200 mg,"VALPROSAD   TABLET, DELAYED RELEASE ORAL 200 mg","VALPROATE SODIUM TABLET, DELAYED RELEASE ORAL 200 mg",VALPROATE SODIUM, 930 , 50 ," 46,500 "," 111,600,000 ",1275,0,0,N03AG01,,
Nik Saman Darou,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,کتوتیفن-عماد   شربت خوراکی 1 mg/5mL 120 mL,KETOTIFEN-EMAD   SYRUP ORAL 1 mg/5mL 120 mL,KETOTIFEN SYRUP ORAL 1 mg/5mL 120 mL,KETOTIFEN," 1,121 ", 1 ," 1,121 "," 110,979,000 ",728,0,0,R06AX17,,
Minoo Pharmaceutical Cosmetic & Hygienic Co.,داروئی ارایشی وبهداشتی مینو,داروئی ارایشی وبهداشتی مینو,سینا پخش صبا,ایران,استامینوفن/کدئین مینو   قرص خوراکی 300 mg/20 mg,ACETAMINOPHEN/CODEINE MINOO   TABLET ORAL 300 mg/20 mg,ACETAMINOPHEN / CODEINE PHOSPHATE TABLET ORAL 300 mg/20 mg,ACETAMINOPHEN / CODEINE PHOSPHATE, 247 , 100 ," 24,700 "," 107,445,000 ",2243,0,0,N02BE71,,
Osvah Pharmaceutical Co.,دارو سازی اسوه,دارو سازی اسوه,سینا پخش صبا,ایران,مبورین   قرص خوراکی 135 mg,MEBEVERINE   TABLET ORAL 135 mg,MEBEVERINE HYDROCHLORIDE TABLET ORAL 135 mg,MEBEVERINE HYDROCHLORIDE, 757 , 30 ," 22,710 "," 106,737,000 ",787,0,0,A03AA04,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,سرمنتا   قرص خوراکی 50 mg,SERMENTA   TABLET ORAL 50 mg,SERTRALINE (AS HYDROCHLORIDE) TABLET ORAL 50 mg,SERTRALINE (AS HYDROCHLORIDE)," 1,000 ", 30 ," 30,000 "," 105,000,000 ",1896,0,0,N06AB06,,
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,سینا پخش صبا,ایران,ایمی پرامین   قرص خوراکی 25 mg,IMIPRAMINE   TABLET ORAL 25 mg,IMIPRAMINE HYDROCHLORIDE TABLET ORAL 25 mg,IMIPRAMINE HYDROCHLORIDE, 739 , 100 ," 73,900 "," 103,460,000 ",665,0,0,N06AA02,,
Razak Labratories,لابراتوارهای رازک,لابراتوارهای رازک,سینا پخش صبا,ایران,هیوسین-ان-بوتیل بروماید   قرص خوراکی 10 mg,HYOSCINE-N-BUTYL BROMIDE   TABLET ORAL 10 mg,HYOSCINE-N-BUTYL BROMIDE TABLET ORAL 10 mg,HYOSCINE-N-BUTYL BROMIDE, 183 , 100 ," 18,300 "," 102,480,000 ",654,0,0,A03BB01,,
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,بتامتازون-عماد   کرم موضعی 0.1 % 15 g,BETAMETHASONE-EMAD   CREAM TOPICAL 0.1 % 15 g,BETAMETHASONE (AS VALERATE) CREAM TOPICAL 0.1 % 15 g,BETAMETHASONE (AS VALERATE)," 1,886 ", 1 ," 1,886 "," 102,032,600 ",161,0,0,D07AC01,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,آتنولول   قرص خوراکی 50 mg,ATENOLOL   TABLET ORAL 50 mg,ATENOLOL TABLET ORAL 50 mg,ATENOLOL, 582 , 100 ," 58,200 "," 100,686,000 ",115,0,0,C07AB03,,
Amin Pharmaceutical Co.,داروسازی امین,داروسازی امین,سینا پخش صبا,ایران,فنوباربیتال   قرص خوراکی 15 mg,PHENOBARBITAL   TABLET ORAL 15 mg,PHENOBARBITAL TABLET ORAL 15 mg,PHENOBARBITAL," 1,227 ", 100 ," 122,700 "," 98,160,000 ",980,0,0,N03AA02,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,ولدیک   قرص پیوسته رهش خوراکی 100 mg,"VOLDIC   TABLET, EXTENDED RELEASE ORAL 100 mg","DICLOFENAC SODIUM TABLET, EXTENDED RELEASE ORAL 100 mg",DICLOFENAC SODIUM," 1,253 ", 30 ," 37,590 "," 97,734,000 ",1464,0,0,M01AB05,,
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,سالبوتامول-عماد   شربت خوراکی 2 mg/5mL 120 mL,SALBUTAMOL-EMAD   SYRUP ORAL 2 mg/5mL 120 mL,SALBUTAMOL (AS SULFATE) SYRUP ORAL 2 mg/5mL 120 mL,SALBUTAMOL (AS SULFATE)," 1,200 ", 1 ," 1,200 "," 94,800,000 ",1112,0,0,R03CC02,,
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,مترونیدازول-عماد   سوسپانسیون خوراکی 125 mg/5mL 120 mL,METRONIDAZOLE-EMAD   SUSPENSION ORAL 125 mg/5mL 120 mL,METRONIDAZOLE SUSPENSION ORAL 125 mg/5mL 120 mL,METRONIDAZOLE, 694 , 1 , 694 ," 94,325,704 ",844,0,0,P01AB01,,
Daana Pharma,داروسازی دانا,داروسازی دانا,سینا پخش صبا,ایران,سفتی زوکسیم   پودر برای تهیه محلول تزریقی پرنترال 500 mg  mg,"CEFTIZOXIME   INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg  mg","CEFTIZOXIME INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg",CEFTIZOXIME, 52 , 20 ," 1,040 "," 93,600,000 ",234,0,0,J01DD07,,
Pharmachemie,فارماشیمی,فارماشیمی,سینا پخش صبا,ایران,سیتاگلیپتین / متفورمین   قرص خوراکی 50 mg/1000 mg,SITAGLIPTIN / METFORMIN   TABLET ORAL 50 mg/1000 mg,SITAGLIPTIN (AS PHOSPHATE) / METFORMIN HYDROCHLORIDE TABLET ORAL 50 mg/1000 mg,SITAGLIPTIN (AS PHOSPHATE) / METFORMIN HYDROCHLORIDE, 175 , 30 ," 5,250 "," 93,450,000 ",15478,0,0,A10BD07,,
Daana Pharma,داروسازی دانا,داروسازی دانا,سینا پخش صبا,ایران,آتورواستاتین   قرص خوراکی 40 mg,ATORVASTATIN   TABLET ORAL 40 mg,ATORVASTATIN (AS CALCIUM) TABLET ORAL 40 mg,ATORVASTATIN (AS CALCIUM), 841 , 30 ," 25,230 "," 93,351,000 ",1912,0,0,C10AA05,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,ویتامین آ+د-سبحان   پماد موضعی 850 [iU]/85 [iU]/1g 30 g,VITAMIN A+D SOBHAN   OINTMENT TOPICAL 850 [iU]/85 [iU]/1g 30 g,VITAMIN A / VITAMIN D OINTMENT TOPICAL 850 [iU]/85 [iU]/1g 30 g,VITAMIN A / VITAMIN D," 1,000 ", 1 ," 1,000 "," 90,000,000 ",1291,1,0,A11CB,,
Pars Darou,پارس دارو,پارس دارو,سینا پخش صبا,ایران,زایلومیکس   کرم موضعی 2.5 %/2.5 % 30 g,XYLOMIX   CREAM TOPICAL 2.5 %/2.5 % 30 g,LIDOCAINE / PRILOCAINE CREAM TOPICAL 2.5 %/2.5 % 30 g,LIDOCAINE / PRILOCAINE, 542 , 1 , 542 ," 87,316,200 ",9415,0,0,N01BB52,,
NIRAKARA INTERNATIONAL,ایماژن,NIRAKARA INTERNATIONAL,سینا پخش صبا,هند,هیوزاید   قرص خوراکی 50 mg,HYOZIDE   TABLET ORAL 50 mg,HYDROCHLOROTHIAZIDE TABLET ORAL 50 mg,HYDROCHLOROTHIAZIDE, 786 , 100 ," 78,600 "," 86,460,000 ",636,0,0,C03AA03,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,"کتروفال   محلول، قطره چشمی 0.5 % 5 mL","KETROFAL   SOLUTION, DROPS OPHTHALMIC 0.5 % 5 mL","KETOROLAC TROMETAMOL SOLUTION, DROPS OPHTHALMIC 0.5 % 5 mL",KETOROLAC TROMETAMOL," 2,065 ", 1 ," 2,065 "," 85,904,000 ",11458,0,0,S01BC05,,
Osvah Pharmaceutical Co.,دارو سازی اسوه,دارو سازی اسوه,سینا پخش صبا,ایران,اسوه-متوکلوپرامید   تزریقی پرنترال 5 mg/1mL 2 mL,OSVE-METOCLOPRAMIDE   INJECTION PARENTERAL 5 mg/1mL 2 mL,METOCLOPRAMIDE INJECTION PARENTERAL 5 mg/1mL 2 mL,METOCLOPRAMIDE, 298 , 10 ," 2,980 "," 84,930,000 ",839,0,0,A03FA01,,
Pharmachemie,فارماشیمی,فارماشیمی,سینا پخش صبا,ایران,فارماپین   کپسول خوراکی 325 mg/40 mg/200 mg,PHARMAPAIN   CAPSULE ORAL 325 mg/40 mg/200 mg,ACETAMINOPHEN / CAFFEINE / IBUPROFEN CAPSULE ORAL 325 mg/40 mg/200 mg,ACETAMINOPHEN / CAFFEINE / IBUPROFEN, 351 , 20 ," 7,020 "," 84,240,000 ",8979,1,0,N02BE71,,
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,تئوفیلین-جی عماد   محلول خوراکی 50 mg/30 mg/5mL 120 mL,THEOPHYLLINE-G EMAD   SOLUTION ORAL 50 mg/30 mg/5mL 120 mL,THEOPHYLLINE / GUAIFENESIN SOLUTION ORAL 50 mg/30 mg/5mL 120 mL,THEOPHYLLINE / GUAIFENESIN, 794 , 1 , 794 ," 83,370,000 ",1211,0,0,R03DA54,,
Sajad Daru Shargh,سجاد داروی شرق,سجاد داروی شرق,سینا پخش صبا,ایران,کرستوسد   قرص خوراکی 10 mg,CRESTOSAD   TABLET ORAL 10 mg,ROSUVASTATIN (AS CALCIUM) TABLET ORAL 10 mg,ROSUVASTATIN (AS CALCIUM), 641 , 30 ," 19,230 "," 82,689,000 ",6454,0,0,C10AA07,,
Osvah Pharmaceutical Co.,دارو سازی اسوه,دارو سازی اسوه,سینا پخش صبا,ایران,اسلودا   قرص خوراکی 500 mg,OSLODA   TABLET ORAL 500 mg,CAPECITABINE TABLET ORAL 500 mg,CAPECITABINE, 45 , 30 ," 1,350 "," 81,000,000 ",2493,0,0,L01BC06,,
Daana Pharma,داروسازی دانا,داروسازی دانا,سینا پخش صبا,ایران,نیتروژل   کپسول حاوی مایع خوراکی 0.4 mg,"NITROGEL   CAPSULE, LIQUID FILLED ORAL 0.4 mg","NITROGLYCERIN CAPSULE, LIQUID FILLED ORAL 0.4 mg",NITROGLYCERIN, 496 , 50 ," 24,800 "," 79,360,000 ",1727,0,0,C01DA02,,
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,کلوتریمازول / بتامتازون عماد   کرم موضعی 1 %/0.05 % 15 g,CLOTRIMAZOLE / BETAMETHASONE EMAD   CREAM TOPICAL 1 %/0.05 % 15 g,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE) CREAM TOPICAL 1 %/0.05 % 15 g,CLOTRIMAZOLE / BETAMETHASONE (AS DIPROPIONATE), 710 , 1 , 710 ," 78,593,450 ",52001,0,0,D07CC01,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,دیلتیژل   ژل موضعی 2 % 30 g,DILTIGEL   GEL TOPICAL 2 % 30 g,DILTIAZEM HYDROCHLORIDE GEL TOPICAL 2 % 30 g,DILTIAZEM HYDROCHLORIDE," 1,000 ", 1 ," 1,000 "," 78,000,000 ",19431,0,0,C05AE,,
Sobhandarou,سبحان دارو,سبحان دارو,سینا پخش صبا,ایران,سوپکسول   قرص خوراکی 0.25 mg,SOPEXOL   TABLET ORAL 0.25 mg,PRAMIPEXOLE DIHYDROCHLORIDE TABLET ORAL 0.25 mg,PRAMIPEXOLE DIHYDROCHLORIDE, 456 , 30 ," 13,680 "," 75,240,000 ",6049,0,0,N04BC05,,
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,دکسترومتورفان پی-عماد   شربت خوراکی 15 mg/30 mg/5mL  mL,DEXTROMETHORPHAN P-EMAD   SYRUP ORAL 15 mg/30 mg/5mL  mL,DEXTROMETHORPHAN / PSEUDOEPHEDRINE SYRUP ORAL 15 mg/30 mg/5mL,DEXTROMETHORPHAN / PSEUDOEPHEDRINE, 900 , 1 , 900 ," 72,900,000 ",408,1,0,R05DA20,,
Minoo Pharmaceutical Cosmetic & Hygienic Co.,داروئی ارایشی وبهداشتی مینو,داروئی ارایشی وبهداشتی مینو,سینا پخش صبا,ایران,تیوریدازین مینو   قرص خوراکی 10 mg,THIORIDAZINE MINOO   TABLET ORAL 10 mg,THIORIDAZINE HYDROCHLORIDE TABLET ORAL 10 mg,THIORIDAZINE HYDROCHLORIDE, 504 , 100 ," 50,400 "," 70,560,000 ",1220,0,0,N05AC02,,
Emad Darman Pars,عماد درمان پارس,عماد درمان پارس,سینا پخش صبا,ایران,دی سیکلومین-عماد   الگزیر خوراکی 10 mg/5mL 60 mL,DICYCLOMINE-EMAD   ELIXIR ORAL 10 mg/5mL 60 mL,DICYCLOMINE HYDROCHLORIDE ELIXIR ORAL 10 mg/5mL 60 mL,DICYCLOMINE HYDROCHLORIDE, 900 , 1 , 900 ," 70,200,000 ",430,0,0,A03AA07,,
Raha Pharmaceutical Isfahan Company,داروسازی رها اصفهان,داروسازی رها اصفهان,سینا پخش صبا,ایران,آتورواستاتین   قرص خوراکی 10 mg,ATORVASTATIN   TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM) TABLET ORAL 10 mg,ATORVASTATIN (AS CALCIUM), 900 , 30 ," 27,000 "," 70,200,000 ",1910,0,0,C10AA05,,
