,Unnamed: 0,pharma_company,brand_name_en,generic_name_en,substance_name_en,atc_code_raw,anatomical_desc,therapeutic_desc,pharmacological_desc,subpharmacological_desc,chemical_desc,preprocessed_index
44892,44892,darou pakhsh,linogluco   tablet oral 5 mg,linagliptin tablet oral 5 mg,linagliptin,a10bh05,alimentary tract and metabolism,drugs used in diabetes,"blood glucose lowering drugs, excl. insulins",dipeptidyl peptidase 4 (dpp-4) inhibitors,linagliptin,44892
44893,44893,gls pharma ltd.,"ctx-gls   injection, powder, for solution parenteral 500 mg  mg","cyclophosphamide injection, powder, for solution parenteral 500 mg",cyclophosphamide,l01aa01,antineoplastic and immunomodulating agents,antineoplastic agents,alkylating agents,nitrogen mustard analogues,cyclophosphamide,44893
44894,44894,jalinous pharmaceutical co.,carvedilol-jalinous   tablet oral 12.5 mg,carvedilol tablet oral 12.5 mg,carvedilol,c07ag02,cardiovascular system,beta blocking agents,beta blocking agents,alpha and beta blocking agents,carvedilol,44894
44895,44895,iran daru,yohimbine   tablet oral 2 mg,yohimbine hydrochloride tablet oral 2 mg,yohimbine hydrochloride,g04be04,genito urinary system and sex hormones,urologicals,urologicals,drugs used in erectile dysfunction,yohimbine,44895
44896,44896,pharmachemie,pharmapain   capsule oral 325 mg/40 mg/200 mg,acetaminophen / caffeine / ibuprofen capsule oral 325 mg/40 mg/200 mg,acetaminophen / caffeine / ibuprofen,n02be71,nervous system,analgesics,other analgesics and antipyretics,anilides,"paracetamol, combinations with psycholeptics",44896
44897,44897,kishmedipharm,epiloger   tablet oral 500 mg,levetiracetam tablet oral 500 mg,levetiracetam,n03ax14,nervous system,antiepileptics,antiepileptics,other antiepileptics,levetiracetam,44897
44898,44898,kishmedipharm,epiloger   tablet oral 500 mg,levetiracetam tablet oral 500 mg,levetiracetam,n03ax14,nervous system,antiepileptics,antiepileptics,other antiepileptics,levetiracetam,44898
44899,44899,tehran darou pharmaceutical co.,cebex   capsule oral 200 mg,celecoxib capsule oral 200 mg,celecoxib,m01ah01,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",coxibs,celecoxib,44899
44900,44900,cheplapharm,potaba   powder oral 3 g  g,potassium aminobenzoic acid (potaba) powder oral 3 g,potassium aminobenzoic acid (potaba),d11,dermatologicals,other dermatological preparations,,,,44900
44901,44901,tehran darou pharmaceutical co.,meverin   tablet oral 135 mg,mebeverine hydrochloride tablet oral 135 mg,mebeverine hydrochloride,a03aa04,alimentary tract and metabolism,drugs for functional gastrointestinal disorders,drugs for functional gastrointestinal disorders,"synthetic anticholinergics, esters with tertiary amino group",mebeverine,44901
44902,44902,tehran chemie pharmaceutical co.,vesifen   tablet oral 5 mg,solifenacin succinate tablet oral 5 mg,solifenacin succinate,g04bd08,genito urinary system and sex hormones,urologicals,urologicals,drugs for urinary frequency and incontinence,solifenacin,44902
44903,44903,"no.115 , jalal st ., esteqlal town ,tehran",noriz cold   syrup oral 160 mg/12.5 mg/2.5 mg/5ml 60 ml,acetaminophen / diphenhydramine / phenylephrine syrup oral 160 mg/12.5 mg/2.5 mg/5ml 60 ml,acetaminophen / diphenhydramine / phenylephrine,r05x,respiratory system,cough and cold preparations,other cold preparations,,,44903
44904,44904,alborzdarou,vitamin b1/b6/b12   injection parenteral 100 mg/100 mg/1000 ug/3ml  ml,vitamin b1 / vitamin b6 / vitamin b12 injection parenteral 100 mg/100 mg/1000 ug/3ml,vitamin b1 / vitamin b6 / vitamin b12,a11ea,alimentary tract and metabolism,vitamins,"vitamin b-complex, incl. combinations","vitamin b-complex, plain",,44904
44905,44905,tehran darou pharmaceutical co.,collizax   tablet oral 500 mg,sulfasalazine tablet oral 500 mg,sulfasalazine,a07ec01,alimentary tract and metabolism,"antidiarrheals, intestinal antiinflammatory/antiinfective agents",intestinal antiinflammatory agents,aminosalicylic acid and similar agents,sulfasalazine,44905
44906,44906,tehran darou pharmaceutical co.,collizax   tablet oral 500 mg,sulfasalazine tablet oral 500 mg,sulfasalazine,a07ec01,alimentary tract and metabolism,"antidiarrheals, intestinal antiinflammatory/antiinfective agents",intestinal antiinflammatory agents,aminosalicylic acid and similar agents,sulfasalazine,44906
44907,44907,ramopharmin,allopurinol   tablet oral 100 mg,allopurinol tablet oral 100 mg,allopurinol,m04aa01,musculo-skeletal system,antigout preparations,antigout preparations,preparations inhibiting uric acid production,allopurinol,44907
44908,44908,ramopharmin,allopurinol   tablet oral 100 mg,allopurinol tablet oral 100 mg,allopurinol,m04aa01,musculo-skeletal system,antigout preparations,antigout preparations,preparations inhibiting uric acid production,allopurinol,44908
44909,44909,ramopharmin,cetirizine   syrup oral 1 mg/1ml 60 ml,cetirizine hydrochloride syrup oral 1 mg/1ml 60 ml,cetirizine hydrochloride,r06ae07,respiratory system,antihistamines for systemic use,antihistamines for systemic use,piperazine derivatives,cetirizine,44909
44910,44910,tehran chemie pharmaceutical co.,bisofar   tablet oral 5 mg,bisoprolol fumarate tablet oral 5 mg,bisoprolol fumarate,c07ab07,cardiovascular system,beta blocking agents,beta blocking agents,"beta blocking agents, selective",bisoprolol,44910
44911,44911,raha pharmaceutical isfahan company,colomeb   tablet oral 135 mg,mebeverine hydrochloride tablet oral 135 mg,mebeverine hydrochloride,a03aa04,alimentary tract and metabolism,drugs for functional gastrointestinal disorders,drugs for functional gastrointestinal disorders,"synthetic anticholinergics, esters with tertiary amino group",mebeverine,44911
44912,44912,tehran darou pharmaceutical co.,tolerin   tablet oral 2 mg,tolterodine tartrate tablet oral 2 mg,tolterodine tartrate,g04bd07,genito urinary system and sex hormones,urologicals,urologicals,drugs for urinary frequency and incontinence,tolterodine,44912
44913,44913,jalinous pharmaceutical co.,folic acid   tablet oral 1 mg,folic acid tablet oral 1 mg,folic acid,b03bb01,blood and blood forming organs,antianemic preparations,vitamin b12 and folic acid,folic acid and derivatives,folic acid,44913
44914,44914,jalinous pharmaceutical co.,folic acid   tablet oral 1 mg,folic acid tablet oral 1 mg,folic acid,b03bb01,blood and blood forming organs,antianemic preparations,vitamin b12 and folic acid,folic acid and derivatives,folic acid,44914
44915,44915,tehran darou pharmaceutical co.,bismuth subcitrate   tablet oral 120 mg,bismuth subcitrate tablet oral 120 mg,bismuth subcitrate,a02bx05,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),other drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),bismuth subcitrate,44915
44916,44916,tehran darou pharmaceutical co.,vana calcitriol   capsule oral 0.25 ug,calcitriol capsule oral 0.25 ug,calcitriol,a11cc04,alimentary tract and metabolism,vitamins,"vitamin a and d, incl. combinations of the two",vitamin d and analogues,calcitriol,44916
44917,44917,tehran darou pharmaceutical co.,vana calcitriol   capsule oral 0.25 ug,calcitriol capsule oral 0.25 ug,calcitriol,a11cc04,alimentary tract and metabolism,vitamins,"vitamin a and d, incl. combinations of the two",vitamin d and analogues,calcitriol,44917
44918,44918,tehran darou pharmaceutical co.,franozex   tablet oral 4 mg,ondansetron tablet oral 4 mg,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,44918
44919,44919,tehran darou pharmaceutical co.,franozex   tablet oral 4 mg,ondansetron tablet oral 4 mg,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,44919
44920,44920,tehran darou pharmaceutical co.,franozex   tablet oral 4 mg,ondansetron tablet oral 4 mg,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,44920
44921,44921,tehran chemie pharmaceutical co.,loxym   tablet oral 40 mg,paroxetine (as hydrochloride) tablet oral 40 mg,paroxetine (as hydrochloride),n06ab05,nervous system,psychoanaleptics,antidepressants,selective serotonin reuptake inhibitors,paroxetine,44921
44922,44922,jalinous pharmaceutical co.,"omeprazole-jalinous   capsule, delayed release pellets oral 20 mg","omeprazole capsule, delayed release pellets oral 20 mg",omeprazole,a02bc01,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,omeprazole,44922
44923,44923,jalinous pharmaceutical co.,"omeprazole-jalinous   capsule, delayed release pellets oral 20 mg","omeprazole capsule, delayed release pellets oral 20 mg",omeprazole,a02bc01,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,omeprazole,44923
44924,44924,arnikahealth pharmaceutical co,indomethacin   suppository rectal 100 mg,indomethacin suppository rectal 100 mg,indomethacin,m01ab01,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",acetic acid derivatives and related substances,indometacin,44924
44925,44925,arnikahealth pharmaceutical co,indomethacin   suppository rectal 100 mg,indomethacin suppository rectal 100 mg,indomethacin,m01ab01,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",acetic acid derivatives and related substances,indometacin,44925
44926,44926,arnikahealth pharmaceutical co,indomethacin   suppository rectal 100 mg,indomethacin suppository rectal 100 mg,indomethacin,m01ab01,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",acetic acid derivatives and related substances,indometacin,44926
44927,44927,pharmachemie,pharmela-p   cream topical 2.5 %/2.5 % 30 g,lidocaine / prilocaine cream topical 2.5 %/2.5 % 30 g,lidocaine / prilocaine,n01bb52,nervous system,anesthetics,"anesthetics, local",amides,"lidocaine, combinations",44927
44928,44928,tehran chemie pharmaceutical co.,lexiram   tablet oral 10 mg,escitalopram (as oxalate) tablet oral 10 mg,escitalopram (as oxalate),n06ab10,nervous system,psychoanaleptics,antidepressants,selective serotonin reuptake inhibitors,escitalopram,44928
44929,44929,tehran chemie pharmaceutical co.,felaxor   tablet oral 75 mg,venlafaxine tablet oral 75 mg,venlafaxine,n06ax16,nervous system,psychoanaleptics,antidepressants,other antidepressants,venlafaxine,44929
44930,44930,celon laboratories limited,celkeran   tablet oral 2 mg,chlorambucil tablet oral 2 mg,chlorambucil,l01aa02,antineoplastic and immunomodulating agents,antineoplastic agents,alkylating agents,nitrogen mustard analogues,chlorambucil,44930
44931,44931,jalinous pharmaceutical co.,cyproheptadine-jalinous   tablet oral 4 mg,cyproheptadine hydrochloride tablet oral 4 mg,cyproheptadine hydrochloride,r06ax02,respiratory system,antihistamines for systemic use,antihistamines for systemic use,other antihistamines for systemic use,cyproheptadine,44931
44932,44932,ramopharmin,torapain   tablet oral 10 mg,ketorolac trometamol tablet oral 10 mg,ketorolac trometamol,m01ab15,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",acetic acid derivatives and related substances,ketorolac,44932
44933,44933,ramopharmin,torapain   tablet oral 10 mg,ketorolac trometamol tablet oral 10 mg,ketorolac trometamol,m01ab15,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",acetic acid derivatives and related substances,ketorolac,44933
44934,44934,razak labratories,tadalafil   tablet oral 20 mg,tadalafil tablet oral 20 mg,tadalafil,g04be,genito urinary system and sex hormones,urologicals,urologicals,drugs used in erectile dysfunction,,44934
44935,44935,toliddaru pharma. co.,triple cold   syrup oral 160 mg/12.5 mg/2.5 mg/5ml 120 ml,acetaminophen / diphenhydramine / phenylephrine syrup oral 160 mg/12.5 mg/2.5 mg/5ml 120 ml,acetaminophen / diphenhydramine / phenylephrine,r05x,respiratory system,cough and cold preparations,other cold preparations,,,44935
44936,44936,tehran chemie pharmaceutical co.,romatobic   tablet oral 15 mg,meloxicam tablet oral 15 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,44936
44937,44937,tehran chemie pharmaceutical co.,romatobic   tablet oral 15 mg,meloxicam tablet oral 15 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,44937
44938,44938,tehran chemie pharmaceutical co.,romatobic   tablet oral 15 mg,meloxicam tablet oral 15 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,44938
44939,44939,amin pharmaceutical co.,"pentoxifylline   tablet, extended release oral 400 mg","pentoxifylline tablet, extended release oral 400 mg",pentoxifylline,c04ad03,cardiovascular system,peripheral vasodilators,peripheral vasodilators,purine derivatives,pentoxifylline,44939
44940,44940,amin pharmaceutical co.,"pentoxifylline   tablet, extended release oral 400 mg","pentoxifylline tablet, extended release oral 400 mg",pentoxifylline,c04ad03,cardiovascular system,peripheral vasodilators,peripheral vasodilators,purine derivatives,pentoxifylline,44940
44941,44941,tehran chemie pharmaceutical co.,bisofar   tablet oral 2.5 mg,bisoprolol fumarate tablet oral 2.5 mg,bisoprolol fumarate,c07ab07,cardiovascular system,beta blocking agents,beta blocking agents,"beta blocking agents, selective",bisoprolol,44941
44942,44942,jalinous pharmaceutical co.,liproz   tablet oral 20 mg,rosuvastatin (as calcium) tablet oral 20 mg,rosuvastatin (as calcium),c10aa07,cardiovascular system,lipid modifying agents,"lipid modifying agents, plain",hmg coa reductase inhibitors,rosuvastatin,44942
44943,44943,iran najo,metronidazole-najo   suppository vaginal 500 mg,metronidazole suppository vaginal 500 mg,metronidazole,g01af01,genito urinary system and sex hormones,gynecological antiinfectives and antiseptics,"antiinfectives and antiseptics, excl. combinations with corticosteroids",imidazole derivatives,metronidazole,44943
44944,44944,hakim pharmaceutical co.,gabakim   capsule oral 300 mg,gabapentin capsule oral 300 mg,gabapentin,n03ax12,nervous system,antiepileptics,antiepileptics,other antiepileptics,gabapentin,44944
44945,44945,tehran darou pharmaceutical co.,gliclazide   tablet oral 80 mg,gliclazide tablet oral 80 mg,gliclazide,a10bb09,alimentary tract and metabolism,drugs used in diabetes,"blood glucose lowering drugs, excl. insulins",sulfonylureas,gliclazide,44945
44946,44946,tehran darou pharmaceutical co.,tolerin   tablet oral 1 mg,tolterodine tartrate tablet oral 1 mg,tolterodine tartrate,g04bd07,genito urinary system and sex hormones,urologicals,urologicals,drugs for urinary frequency and incontinence,tolterodine,44946
44947,44947,afachemi,"azithromycin   injection, powder, for solution parenteral 500 mg  mg","azithromycin injection, powder, for solution parenteral 500 mg",azithromycin,j01fa10,antiinfectives for systemic use,antibacterials for systemic use,"macrolides, lincosamides and streptogramins",macrolides,azithromycin,44947
44948,44948,afachemi,"azithromycin   injection, powder, for solution parenteral 500 mg  mg","azithromycin injection, powder, for solution parenteral 500 mg",azithromycin,j01fa10,antiinfectives for systemic use,antibacterials for systemic use,"macrolides, lincosamides and streptogramins",macrolides,azithromycin,44948
44949,44949,amin pharmaceutical co.,clemastine   tablet oral 1 mg,clemastine tablet oral 1 mg,clemastine,r06aa04,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,clemastine,44949
44950,44950,amin pharmaceutical co.,clemastine   tablet oral 1 mg,clemastine tablet oral 1 mg,clemastine,r06aa04,respiratory system,antihistamines for systemic use,antihistamines for systemic use,aminoalkyl ethers,clemastine,44950
44951,44951,tehran darou pharmaceutical co.,"gliclazide   tablet, extended release oral 60 mg","gliclazide tablet, extended release oral 60 mg",gliclazide,a10bb09,alimentary tract and metabolism,drugs used in diabetes,"blood glucose lowering drugs, excl. insulins",sulfonylureas,gliclazide,44951
44952,44952,"no.115 , jalal st ., esteqlal town ,tehran","prizelgut   capsule, delayed release pellets oral 20 mg","omeprazole capsule, delayed release pellets oral 20 mg",omeprazole,a02bc01,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,omeprazole,44952
44953,44953,"no.115 , jalal st ., esteqlal town ,tehran","prizelgut   capsule, delayed release pellets oral 20 mg","omeprazole capsule, delayed release pellets oral 20 mg",omeprazole,a02bc01,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,omeprazole,44953
44954,44954,jalinous pharmaceutical co.,repaglinide   tablet oral 0.5 mg,repaglinide tablet oral 0.5 mg,repaglinide,a10bx02,alimentary tract and metabolism,drugs used in diabetes,"blood glucose lowering drugs, excl. insulins","other blood glucose lowering drugs, excl. insulins",repaglinide,44954
44955,44955,kishmedipharm,erythromycin medipharm   gel topical 2 % 30 g,erythromycin gel topical 2 % 30 g,erythromycin,d10af02,dermatologicals,anti-acne preparations,anti-acne preparations for topical use,antiinfectives for treatment of acne,erythromycin,44955
44956,44956,loghman pharmaceutical & hygienic (public),aciclovir   tablet oral 800 mg,aciclovir tablet oral 800 mg,aciclovir,j05ab01,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,aciclovir,44956
44957,44957,loghman pharmaceutical & hygienic (public),aciclovir   tablet oral 800 mg,aciclovir tablet oral 800 mg,aciclovir,j05ab01,antiinfectives for systemic use,antivirals for systemic use,direct acting antivirals,nucleosides and nucleotides excl. reverse transcriptase inhibitors,aciclovir,44957
44958,44958,teb-mofid-nikan,ostomod   tablet oral 70 mg,alendronate sodium tablet oral 70 mg,alendronate sodium,m05ba04,musculo-skeletal system,drugs for treatment of bone diseases,drugs affecting bone structure and mineralization,bisphosphonates,alendronic acid,44958
44959,44959,tehran chemie pharmaceutical co.,praxol   tablet oral 0.25 mg,pramipexole dihydrochloride tablet oral 0.25 mg,pramipexole dihydrochloride,n04bc05,nervous system,anti-parkinson drugs,dopaminergic agents,dopamine agonists,pramipexole,44959
44960,44960,tehran darou pharmaceutical co.,losartan-tedapharm   tablet oral 25 mg,losartan potassium tablet oral 25 mg,losartan potassium,c09ca01,cardiovascular system,agents acting on the renin-angiotensin system,"angiotensin ii receptor blockers (arbs), plain","angiotensin ii receptor blockers (arbs), plain",losartan,44960
44961,44961,fatak chemie pars pharmaceutical co.,panapain   tablet oral 300 mg/15 mg/15 mg,acetaminophen / caffeine / codeine phosphate tablet oral 300 mg/15 mg/15 mg,acetaminophen / caffeine / codeine phosphate,n02be51,nervous system,analgesics,other analgesics and antipyretics,anilides,"paracetamol, combinations excl. psycholeptics",44961
44962,44962,tehran darou pharmaceutical co.,fluoxetine   capsule oral 10 mg,fluoxetine (as hydrochloride) capsule oral 10 mg,fluoxetine (as hydrochloride),n06ab03,nervous system,psychoanaleptics,antidepressants,selective serotonin reuptake inhibitors,fluoxetine,44962
44963,44963,donyaye behdasht labs.co,ondansetron   solution oral 4 mg/5ml 60 ml,ondansetron solution oral 4 mg/5ml 60 ml,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,44963
44964,44964,donyaye behdasht labs.co,ondansetron   solution oral 4 mg/5ml 60 ml,ondansetron solution oral 4 mg/5ml 60 ml,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,44964
44965,44965,donyaye behdasht labs.co,ondansetron   solution oral 4 mg/5ml 60 ml,ondansetron solution oral 4 mg/5ml 60 ml,ondansetron,a04aa01,alimentary tract and metabolism,antiemetics and antinauseants,antiemetics and antinauseants,serotonin (5ht3) antagonists,ondansetron,44965
44966,44966,lannacher heilittel,petinimid   capsule oral 250 mg,ethosuximide capsule oral 250 mg,ethosuximide,,nervous system,,,,,44966
44967,44967,tehran chemie pharmaceutical co.,hypotazon   tablet oral 15 mg,pioglitazone tablet oral 15 mg,pioglitazone,a10bg03,alimentary tract and metabolism,drugs used in diabetes,"blood glucose lowering drugs, excl. insulins",thiazolidinediones,pioglitazone,44967
44968,44968,tehran chemie pharmaceutical co.,midamax   injection parenteral 5 mg/1ml 1 ml,midazolam injection parenteral 5 mg/1ml 1 ml,midazolam,n05cd08,nervous system,psycholeptics,hypnotics and sedatives,benzodiazepine derivatives,midazolam,44968
44969,44969,tehran chemie pharmaceutical co.,midamax   injection parenteral 5 mg/1ml 1 ml,midazolam injection parenteral 5 mg/1ml 1 ml,midazolam,n05cd08,nervous system,psycholeptics,hypnotics and sedatives,benzodiazepine derivatives,midazolam,44969
44970,44970,tehran chemie pharmaceutical co.,midamax   injection parenteral 5 mg/1ml 1 ml,midazolam injection parenteral 5 mg/1ml 1 ml,midazolam,n05cd08,nervous system,psycholeptics,hypnotics and sedatives,benzodiazepine derivatives,midazolam,44970
44971,44971,tehran chemie pharmaceutical co.,midamax   injection parenteral 5 mg/1ml 1 ml,midazolam injection parenteral 5 mg/1ml 1 ml,midazolam,n05cd08,nervous system,psycholeptics,hypnotics and sedatives,benzodiazepine derivatives,midazolam,44971
44972,44972,soha pharmaceutical co.,lactulose-soha   syrup oral 10 g/15ml 240 ml,lactulose syrup oral 10 g/15ml 240 ml,lactulose,a06ad11,alimentary tract and metabolism,drugs for constipation,drugs for constipation,osmotically acting laxatives,lactulose,44972
44973,44973,tehran darou pharmaceutical co.,nopaintin   capsule oral 100 mg,gabapentin capsule oral 100 mg,gabapentin,n03ax12,nervous system,antiepileptics,antiepileptics,other antiepileptics,gabapentin,44973
44974,44974,tehran chemie pharmaceutical co.,"naproxen   tablet, delayed release oral 500 mg  ","naproxen tablet, delayed release oral 500 mg",naproxen,m01ae02,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",propionic acid derivatives,naproxen,44974
44975,44975,tehran chemie pharmaceutical co.,"naproxen   tablet, delayed release oral 500 mg  ","naproxen tablet, delayed release oral 500 mg",naproxen,m01ae02,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",propionic acid derivatives,naproxen,44975
44976,44976,tehran chemie pharmaceutical co.,rizatan   tablet oral 5 mg,rizatriptan (as benzoate) tablet oral 5 mg,rizatriptan (as benzoate),n02cc04,nervous system,analgesics,antimigraine preparations,selective serotonin (5ht1) agonists,rizatriptan,44976
44977,44977,alborzdarou,vitamin c   injection parenteral 100 mg/1ml 5 ml,vitamin c injection parenteral 100 mg/1ml 5 ml,vitamin c,a11ga01,alimentary tract and metabolism,vitamins,"ascorbic acid (vitamin c), incl. combinations","ascorbic acid (vitamin c), plain",ascorbic acid (vit c),44977
44978,44978,alborzdarou,vitamin c   injection parenteral 100 mg/1ml 5 ml,vitamin c injection parenteral 100 mg/1ml 5 ml,vitamin c,a11ga01,alimentary tract and metabolism,vitamins,"ascorbic acid (vitamin c), incl. combinations","ascorbic acid (vitamin c), plain",ascorbic acid (vit c),44978
44979,44979,amin pharmaceutical co.,ketotifen   tablet oral 1 mg,ketotifen tablet oral 1 mg,ketotifen,r06ax17,respiratory system,antihistamines for systemic use,antihistamines for systemic use,other antihistamines for systemic use,ketotifen,44979
44980,44980,kishmedipharm,"lansopharm   capsule, delayed release oral 15 mg","lansoprazole capsule, delayed release oral 15 mg",lansoprazole,a02bc03,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,lansoprazole,44980
44981,44981,tehran darou pharmaceutical co.,"tedacept   tablet, extended release oral 23.75 mg","metoprolol succinate tablet, extended release oral 23.75 mg",metoprolol succinate,c07ab02,cardiovascular system,beta blocking agents,beta blocking agents,"beta blocking agents, selective",metoprolol,44981
44982,44982,tehran darou pharmaceutical co.,"tedacept   tablet, extended release oral 23.75 mg","metoprolol succinate tablet, extended release oral 23.75 mg",metoprolol succinate,c07ab02,cardiovascular system,beta blocking agents,beta blocking agents,"beta blocking agents, selective",metoprolol,44982
44983,44983,hakim pharmaceutical co.,"omeprakim   capsule, delayed release pellets oral 20 mg","omeprazole capsule, delayed release pellets oral 20 mg",omeprazole,a02bc01,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,omeprazole,44983
44984,44984,hakim pharmaceutical co.,"omeprakim   capsule, delayed release pellets oral 20 mg","omeprazole capsule, delayed release pellets oral 20 mg",omeprazole,a02bc01,alimentary tract and metabolism,drugs for acid related disorders,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),proton pump inhibitors,omeprazole,44984
44985,44985,pannoc,pangel   gel topical 5 % 60 g,benzoyl peroxide gel topical 5 % 60 g,benzoyl peroxide,d10ae01,dermatologicals,anti-acne preparations,anti-acne preparations for topical use,peroxides,benzoyl peroxide,44985
44986,44986,vifor pharma espaau s.l.,biocoryl   injection parenteral 100 mg/1ml 10 g,procainamide hydrochloride injection parenteral 100 mg/1ml 10 ml,procainamide hydrochloride,c01ba02,cardiovascular system,cardiac therapy,"antiarrhythmics, class i and iii","antiarrhythmics, class ia",procainamide,44986
44987,44987,vifor pharma espaau s.l.,biocoryl   injection parenteral 100 mg/1ml 10 g,procainamide hydrochloride injection parenteral 100 mg/1ml 10 ml,procainamide hydrochloride,c01ba02,cardiovascular system,cardiac therapy,"antiarrhythmics, class i and iii","antiarrhythmics, class ia",procainamide,44987
44988,44988,afachemi,"afazid   injection, powder, for solution parenteral 1 g  g","ceftazidime injection, powder, for solution parenteral 1 g",ceftazidime,j01dd02,antiinfectives for systemic use,antibacterials for systemic use,other beta-lactam antibacterials,third-generation cephalosporins,ceftazidime,44988
44989,44989,toliddaru pharma. co.,metoprolol tartrate   tablet oral 50 mg,metoprolol tartrate tablet oral 50 mg,metoprolol tartrate,c07ab02,cardiovascular system,beta blocking agents,beta blocking agents,"beta blocking agents, selective",metoprolol,44989
44990,44990,toliddaru pharma. co.,metoprolol tartrate   tablet oral 50 mg,metoprolol tartrate tablet oral 50 mg,metoprolol tartrate,c07ab02,cardiovascular system,beta blocking agents,beta blocking agents,"beta blocking agents, selective",metoprolol,44990
44991,44991,amin pharmaceutical co.,pregasol   capsule oral 50 mg,pregabalin capsule oral 50 mg,pregabalin,n03ax16,nervous system,antiepileptics,antiepileptics,other antiepileptics,pregabalin,44991
44992,44992,kishmedipharm,mobipharm   tablet oral 15 mg,meloxicam tablet oral 15 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,44992
44993,44993,kishmedipharm,mobipharm   tablet oral 15 mg,meloxicam tablet oral 15 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,44993
44994,44994,kishmedipharm,mobipharm   tablet oral 15 mg,meloxicam tablet oral 15 mg,meloxicam,m01ac06,musculo-skeletal system,antiinflammatory and antirheumatic products,"antiinflammatory and antirheumatic products, non-steroids",oxicams,meloxicam,44994
44995,44995,jalinous pharmaceutical co.,sertraline   tablet oral 50 mg,sertraline (as hydrochloride) tablet oral 50 mg,sertraline (as hydrochloride),n06ab06,nervous system,psychoanaleptics,antidepressants,selective serotonin reuptake inhibitors,sertraline,44995
44996,44996,amin pharmaceutical co.,cinazin   tablet oral 25 mg,cinnarizine tablet oral 25 mg,cinnarizine,n07ca02,nervous system,other nervous system drugs,antivertigo preparations,antivertigo preparations,cinnarizine,44996
44997,44997,iran daru,loradine   syrup oral 5 mg/5 ml 60 ml,loratadine syrup oral 5 mg/5 ml 60 ml,loratadine,r06ax13,respiratory system,antihistamines for systemic use,antihistamines for systemic use,other antihistamines for systemic use,loratadine,44997
